Ship,Port,Longitude,Latitude,Time,Relative time (hours),Temperature (celsius),Chlorophyll (mg/m^3),Salinity (ppt),Season
MSC MAYA,BARBAROS,27.47185,40.89835,02/02/2021 00:00,667.85,9.07,9.0482,29.12,winter
MSC MAYA,BARBAROS,27.47185,40.89835,03/02/2021 00:00,691.85,9.07,9.0482,29.12,winter
E R TOKYO,LA SPEZIA,9.84815,44.0874,02/01/2021 09:21,0.0,11.55,0.4125,37.93,winter
E R TOKYO,GIOIA TAURO,15.9006,38.4454,03/01/2021 12:02,26.68333333,14.61,0.4272,38.02,winter
E R TOKYO,GIOIA TAURO,15.9006,38.4454,04/01/2021 00:00,38.65,14.61,0.4272,38.02,winter
E R TOKYO,GIOIA TAURO,15.9006,38.4454,05/01/2021 07:43,70.36666667,14.61,0.4272,38.02,winter
E R TOKYO,MARSAXLOKK,14.5469,35.8237,06/01/2021 02:47,89.43333333,15.33,0.3983,37.76,winter
E R TOKYO,-,21.855128,34.44888733,07/01/2021 00:00,110.65,15.92,0.1906,39.019222,winter
E R TOKYO,-,28.19195033,32.74860167,08/01/2021 00:00,134.65,17.52,0.1599,39.534264,winter
E R TOKYO,SUEZ CANAL,32.38447,30.34374,09/01/2021 06:43,165.3666667,16.21,3.7632,38.97,winter
E R TOKYO,-,33.62222222,28.1,10/01/2021 00:00,182.65,21.16,0.3585,39.133152,winter
E R TOKYO,-,38.47777778,21.38333333,11/01/2021 00:00,206.65,26.55,0.184,39.200485,winter
E R TOKYO,-,41.18823333,16.3242,12/01/2021 00:00,230.65,25.82,0.8927,37.550373,winter
E R TOKYO,-,43.39166667,12.66338889,13/01/2021 00:00,254.65,25.82,0.8035,33.808025,winter
E R TOKYO,-,51.57777778,12.37777778,14/01/2021 00:00,278.65,25.97,0.4425,35.735924,winter
E R TOKYO,-,53.24561767,1.300623,15/01/2021 00:00,302.65,26.84,0.3008,35.40388,winter
E R TOKYO,-,53.84330344,-5.209192556,16/01/2021 00:00,326.65,29.76,0.1087,35.141567,winter
E R TOKYO,-,54.70631889,-14.60889022,17/01/2021 00:00,350.65,29.03,0.0437,34.847965,winter
E R TOKYO,REUNION,55.29984,-20.92624,18/01/2021 07:26,382.0833333,28.88,0.0578,35.16,winter
E R TOKYO,REUNION,55.29984,-20.92624,19/01/2021 16:38,415.2833333,28.88,0.0578,35.16,winter
E R TOKYO,-,56.590759,-20.2423095,20/01/2021 00:00,422.65,29.03,0.0452,35.13946,winter
E R TOKYO,PORT LOUIS,57.48244,-20.14076,21/01/2021 14:21,461.0,28.74,0.052,35.14,winter
E R TOKYO,PORT LOUIS,57.48244,-20.14076,22/01/2021 09:16,479.9166667,28.74,0.052,35.14,winter
E R TOKYO,-,63.07896364,-24.69407273,23/01/2021 00:00,494.65,27.43,0.052,35.333805,winter
E R TOKYO,-,66.58464036,-27.407408,24/01/2021 00:00,518.65,27.43,0.0539,35.260365,winter
E R TOKYO,-,74.74874073,-35.15383309,25/01/2021 00:00,542.65,21.02,0.0422,35.513165,winter
E R TOKYO,-,79.58497836,-39.61699391,26/01/2021 00:00,566.65,15.77,0.3585,35.120018,winter
E R TOKYO,-,93.18156364,-40.06796364,27/01/2021 00:00,590.65,14.02,0.139,34.93264,winter
E R TOKYO,-,106.8179273,-40.06796364,28/01/2021 00:00,614.65,13.3,0.105,34.71101,winter
E R TOKYO,-,120.4545091,-40.00970909,29/01/2021 00:00,638.65,15.48,0.2193,34.81805,winter
E R TOKYO,-,134.5414,-39.57364545,30/01/2021 00:00,662.65,17.52,0.4583,35.133385,winter
E R TOKYO,-,143.3909091,-38.95454545,31/01/2021 00:00,686.65,18.25,0.1974,35.64593,winter
MSC ANNA,SUEZ CANAL,32.38447,30.34374,08/01/2020 07:58,0.0,16.21,3.7632,38.97,winter
MSC ANNA,SUEZ CANAL,32.38447,30.34374,09/01/2020 00:00,16.03333333,16.21,3.7632,38.97,winter
MSC ANNA,SUEZ CANAL,32.38447,30.34374,10/01/2020 12:13,52.25805556,16.21,3.7632,38.97,winter
MSC ANNA,-,28.311447,33.07975157,11/01/2020 00:00,64.03333333,17.23,0.1599,39.516342,winter
MSC ANNA,-,23.55047543,34.62498171,12/01/2020 00:00,88.03333333,15.63,0.1974,39.218697,winter
MSC ANNA,-,12.60486186,37.079679,13/01/2020 00:00,112.0333333,14.9,0.4916,37.366516,winter
MSC ANNA,-,10.73098271,37.49532214,14/01/2020 00:00,136.0333333,15.19,0.4583,37.416008,winter
MSC ANNA,-,-1.801648,36.44590043,15/01/2020 00:00,160.0333333,15.33,0.5092,36.956005,winter
MSC ANNA,-,-4.781340429,35.99612714,16/01/2020 00:00,184.0333333,15.77,0.6068,36.500927,winter
MSC ANNA,-,-9.25,36.8,17/01/2020 00:00,208.0333333,16.65,0.3342,36.280636,winter
MSC ANNA,-,-9.142734143,43.68831157,18/01/2020 00:00,232.0333333,13.44,0.4272,35.582146,winter
MSC ANNA,-,-5.842533429,48.287662,19/01/2020 00:00,256.0333333,11.55,0.2437,35.66965,winter
MSC ANNA,-,-2.736955571,49.51094186,20/01/2020 00:00,280.0333333,10.53,0.8322,35.13094,winter
MSC ANNA,-,-1.030659571,50.03805386,21/01/2020 00:00,304.0333333,10.67,1.4088,35.022583,winter
MSC ANNA,-,1.22421,50.77522214,22/01/2020 00:00,328.0333333,8.78,2.3025,34.53908,winter
MSC ANNA,-,2.505742,51.22484343,23/01/2020 00:00,352.0333333,6.74,2.3025,34.64861,winter
MSC ANNA,ANTWERP,4.34107,51.2594,24/01/2020 11:44,387.7666667,5.87,2.3025,0.0,winter
MSC ANNA,ANTWERP,4.34107,51.2594,25/01/2020 00:00,400.0333333,5.87,2.3025,0.0,winter
MSC ANNA,ANTWERP,4.34107,51.2594,26/01/2020 19:37,443.65,5.87,2.3025,0.0,winter
MSC ANNA,MAASVLAKTE - ROTTERDAM,4.06921,51.96188,27/01/2020 18:50,466.8666667,5.87,2.3025,31.75,winter
MSC ANNA,MAASVLAKTE - ROTTERDAM,4.06921,51.96188,28/01/2020 00:00,472.0333333,5.87,2.3025,31.75,winter
MSC ANNA,MAASVLAKTE - ROTTERDAM,4.06921,51.96188,29/01/2020 05:47,501.8166667,5.87,2.3025,31.75,winter
MSC ANNA,-,-0.629679,50.16914367,30/01/2020 00:00,520.0333333,10.38,1.4088,34.86179,winter
MSC ANNA,-,-8.135249333,45.42412333,31/01/2020 00:00,544.0333333,12.71,0.2118,35.633614,winter
MSC ANNA,TANGER MED,-5.51949,35.88087,01/02/2020 12:02,580.0666667,15.63,0.4125,36.39,winter
MSC ANNA,ALGECIRAS,-5.42208,36.1363,02/02/2020 03:11,595.2166667,14.61,0.6068,36.43,winter
MSC ANNA,ALGECIRAS,-5.42208,36.1363,03/02/2020 01:41,617.7166667,14.61,0.6068,36.43,winter
MSC ANNA,-,-1.9966318,36.4159028,04/02/2020 00:00,640.0333333,15.19,0.4747,36.86529,winter
MSC ANNA,-,11.137788,37.4639128,05/02/2020 00:00,664.0333333,14.61,0.4125,37.235043,winter
MSC ANNA,-,16.9616872,36.0386284,06/02/2020 00:00,688.0333333,14.9,0.184,38.35891,winter
MSC INGY,NANSHA,113.6759,22.67292,08/01/2020 08:30,0.0,18.25,5.1608,8.46,winter
MSC INGY,YANTIAN,114.26551,22.56608,09/01/2020 06:40,22.16666667,18.39,1.1413,33.03,winter
MSC INGY,-,114.4246675,22.2960785,10/01/2020 00:00,39.5,18.54,1.4591,34.36565,winter
MSC INGY,-,114.1,21.7,11/01/2020 00:00,63.5,18.98,0.8619,34.266567,winter
MSC INGY,-,110.9554825,14.2891855,12/01/2020 00:00,87.5,26.7,0.1251,33.770084,winter
MSC INGY,SINGAPORE,103.85457,1.2576,13/01/2020 09:42,121.2,29.03,2.0724,31.85,winter
MSC INGY,SINGAPORE,103.85457,1.2576,14/01/2020 11:31,147.0166667,29.03,2.0724,31.85,winter
MSC INGY,-,94.1875,6.71875,15/01/2020 00:00,159.5,28.88,0.1544,32.591793,winter
MSC INGY,-,80.325,5.8125,16/01/2020 00:00,183.5,28.15,1.3133,32.978897,winter
MSC INGY,-,71.24096375,8.252413063,17/01/2020 00:00,207.5,28.44,0.1657,34.86864,winter
MSC INGY,-,69.41475825,8.7385,18/01/2020 00:00,231.5,28.59,0.1491,35.427544,winter
MSC INGY,-,64.79072044,9.912362063,19/01/2020 00:00,255.5,27.28,0.2707,36.7227,winter
MSC INGY,-,60.243403,11.00227838,20/01/2020 00:00,279.5,26.26,0.4747,36.50155,winter
MSC INGY,-,51.90082169,12.81526913,21/01/2020 00:00,303.5,25.68,0.4916,36.01967,winter
MSC INGY,-,42.65,13.85,22/01/2020 00:00,327.5,25.39,0.8619,36.77601,winter
MSC INGY,-,35.90625,25.0875,23/01/2020 00:00,351.5,23.93,0.2353,39.772537,winter
MSC INGY,-,32.49206512,30.25312338,24/01/2020 00:00,375.5,16.79,3.7632,39.099747,winter
MSC INGY,-,31.57136781,31.89252219,25/01/2020 00:00,399.5,18.1,0.2904,39.146442,winter
MSC INGY,-,27.8531065,33.24667375,26/01/2020 00:00,423.5,17.37,0.1657,39.5195,winter
MSC INGY,-,24.5654145,34.30229175,27/01/2020 00:00,447.5,16.35,0.1906,39.145428,winter
MSC INGY,-,19.10226288,36.39203338,28/01/2020 00:00,471.5,14.9,0.2045,39.017593,winter
MSC INGY,-,15.57098713,37.85632313,29/01/2020 00:00,495.5,14.9,0.3461,38.226665,winter
MSC INGY,GIOIA TAURO,15.9006,38.4454,30/01/2020 09:56,529.4333333,14.61,0.4272,38.02,winter
MSC INGY,GIOIA TAURO,15.9006,38.4454,31/01/2020 00:00,543.5,14.02,0.3585,38.02,winter
MSC INGY,GIOIA TAURO,15.9006,38.4454,01/02/2020 03:49,571.3166667,14.02,0.3585,38.02,winter
MSC INGY,BARCELONA,2.17599,41.3459,02/02/2020 16:49,608.3166667,13.3,0.8927,37.85,winter
MSC INGY,BARCELONA,2.17599,41.3459,03/02/2020 00:00,615.5,13.3,0.8927,37.85,winter
MSC INGY,BARCELONA,2.17599,41.3459,04/02/2020 05:30,645.0,13.3,0.8927,37.85,winter
MSC INGY,VALENCIA,-0.30805,39.438,05/02/2020 00:00,663.5,14.17,0.8619,37.59,winter
MSC INGY,VALENCIA,-0.30805,39.438,06/02/2020 05:39,693.15,14.17,0.8619,37.59,winter
MOSCOW MAERSK,YANTIAN,114.26551,22.56608,04/01/2021 16:18,0.0,18.39,1.1413,33.03,winter
MOSCOW MAERSK,YANTIAN,114.26551,22.56608,05/01/2021 12:30,20.2,18.39,1.1413,33.03,winter
MOSCOW MAERSK,-,114.443665,22.39705667,06/01/2021 00:00,31.7,18.39,1.268,34.36565,winter
MOSCOW MAERSK,-,114.424896,22.131417,07/01/2021 00:00,55.7,18.69,1.8653,34.36565,winter
MOSCOW MAERSK,-,114.1,21.7,08/01/2021 00:00,79.7,18.98,0.8619,34.266567,winter
MOSCOW MAERSK,-,111.9674137,16.76043567,09/01/2021 00:00,103.7,25.53,0.1342,33.788837,winter
MOSCOW MAERSK,-,108.2471333,9.1394,10/01/2021 00:00,127.7,25.97,0.5657,33.57384,winter
MOSCOW MAERSK,SINGAPORE,103.85457,1.2576,11/01/2021 11:21,163.05,29.03,2.0724,31.85,winter
MOSCOW MAERSK,SINGAPORE,103.85457,1.2576,12/01/2021 01:08,176.8333333,29.03,2.0724,31.85,winter
MOSCOW MAERSK,TANJUNG PELEPAS,103.54383,1.34848,13/01/2021 15:14,214.9333333,29.9,2.7441,31.85,winter
MOSCOW MAERSK,-,95.09090909,6.809090909,14/01/2021 00:00,223.7,28.74,0.2707,32.609177,winter
MOSCOW MAERSK,-,81.40909091,5.872727273,15/01/2021 00:00,247.7,27.43,0.9576,32.834583,winter
MOSCOW MAERSK,-,73.21098245,7.725527909,16/01/2021 00:00,271.7,28.3,0.2118,33.782528,winter
MOSCOW MAERSK,-,69.82090664,8.630394091,17/01/2021 00:00,295.7,28.59,0.1599,35.564014,winter
MOSCOW MAERSK,-,65.57501982,9.720543091,18/01/2021 00:00,319.7,27.57,0.139,36.54792,winter
MOSCOW MAERSK,-,62.46794527,10.48045182,19/01/2021 00:00,343.7,26.41,0.3846,36.689102,winter
MOSCOW MAERSK,-,56.71937273,11.79888182,20/01/2021 00:00,367.7,26.26,0.3585,36.078316,winter
MOSCOW MAERSK,-,44.86045455,12.05764545,21/01/2021 00:00,391.7,26.26,0.5274,35.04663,winter
MOSCOW MAERSK,-,41.41818182,15.94545455,22/01/2021 00:00,415.7,25.68,1.1821,37.30429,winter
MOSCOW MAERSK,-,34.22727273,27.32727273,23/01/2021 00:00,439.7,23.35,0.2804,39.772537,winter
MOSCOW MAERSK,SUEZ CANAL,32.38447,30.34374,24/01/2021 07:23,471.0833333,16.21,3.7632,38.97,winter
MOSCOW MAERSK,-,28.19195033,32.74860167,25/01/2021 00:00,487.7,17.52,0.1599,39.534264,winter
MOSCOW MAERSK,-,21.855128,34.44888733,26/01/2021 00:00,511.7,15.92,0.1906,39.019222,winter
MOSCOW MAERSK,MARSAXLOKK,14.5469,35.8237,27/01/2021 20:17,555.9833333,15.33,0.3983,37.76,winter
MOSCOW MAERSK,MARSAXLOKK,14.5469,35.8237,28/01/2021 23:46,583.4666667,15.33,0.3983,37.76,winter
MOSCOW MAERSK,-,9.765514286,37.47294286,29/01/2021 00:00,583.7,15.63,0.4583,37.329636,winter
MOSCOW MAERSK,-,-3.973602143,36.11175357,30/01/2021 00:00,607.7,15.48,0.8619,36.454727,winter
MOSCOW MAERSK,-,-9.764742857,39.47705714,31/01/2021 00:00,631.7,15.04,0.4125,36.036835,winter
MOSCOW MAERSK,-,-6.013800143,48.098143,01/02/2021 00:00,655.7,11.26,0.3983,36.046967,winter
MOSCOW MAERSK,-,-1.742287857,49.81486,02/02/2021 00:00,679.7,9.8,1.4088,34.830887,winter
CMACGM GEORG FORSTER,SUEZ CANAL,32.38447,30.34374,03/01/2021 05:30,0.0,16.21,3.7632,38.97,winter
CMACGM GEORG FORSTER,-,28.164952,33.13310333,04/01/2021 00:00,18.5,17.37,0.1544,39.46263,winter
CMACGM GEORG FORSTER,-,22.46912167,34.908898,05/01/2021 00:00,42.5,16.06,0.1906,39.154213,winter
CMACGM GEORG FORSTER,-,12.103824,37.210903,06/01/2021 00:00,66.5,15.04,0.4425,37.4596,winter
CMACGM GEORG FORSTER,-,10.21949767,37.48642833,07/01/2021 00:00,90.5,15.48,0.4747,37.4026,winter
CMACGM GEORG FORSTER,-,-2.533028,36.33338067,08/01/2021 00:00,114.5,15.33,1.1019,36.91224,winter
CMACGM GEORG FORSTER,ALGECIRAS,-5.42208,36.1363,09/01/2021 22:08,160.6333333,15.33,0.6068,36.43,winter
CMACGM GEORG FORSTER,ALGECIRAS,-5.42208,36.1363,10/01/2021 00:00,162.5,15.33,0.6068,36.43,winter
CMACGM GEORG FORSTER,ALGECIRAS,-5.42208,36.1363,11/01/2021 06:01,192.5166667,15.33,0.6068,36.43,winter
CMACGM GEORG FORSTER,-,-9.14264,43.688493,12/01/2021 00:00,210.5,13.44,0.4272,35.582146,winter
CMACGM GEORG FORSTER,-,-3.197043,49.370363,13/01/2021 00:00,234.5,10.24,0.651,34.55084,winter
CMACGM GEORG FORSTER,-,0.39288,50.503441,14/01/2021 00:00,258.5,9.36,2.3025,34.469913,winter
CMACGM GEORG FORSTER,MAASVLAKTE - ROTTERDAM,4.06921,51.96188,15/01/2021 11:38,294.1333333,5.87,2.3025,31.75,winter
CMACGM GEORG FORSTER,MAASVLAKTE - ROTTERDAM,4.06921,51.96188,16/01/2021 00:00,306.5,5.87,2.3025,31.75,winter
CMACGM GEORG FORSTER,MAASVLAKTE - ROTTERDAM,4.06921,51.96188,17/01/2021 15:26,345.9333333,5.87,2.3025,31.75,winter
CMACGM GEORG FORSTER,ANTWERP,4.34107,51.2594,18/01/2021 07:54,362.4,5.87,2.3025,0.0,winter
CMACGM GEORG FORSTER,ANTWERP,4.34107,51.2594,19/01/2021 00:00,378.5,5.87,2.3025,0.0,winter
CMACGM GEORG FORSTER,ANTWERP,4.34107,51.2594,20/01/2021 06:32,409.0333333,5.87,2.3025,0.0,winter
CMACGM GEORG FORSTER,-,2.328327,51.32976,21/01/2021 00:00,426.5,8.63,2.3025,34.540794,winter
CMACGM GEORG FORSTER,-,0.344247,50.785762,22/01/2021 00:00,450.5,8.63,3.6335,34.469913,winter
CMACGM GEORG FORSTER,-,-0.898719,50.717134,23/01/2021 00:00,474.5,8.2,4.0368,35.232986,winter
CMACGM GEORG FORSTER,SOUTHAMPTON,-1.39827,50.8828,24/01/2021 05:35,504.0833333,7.47,4.8111,21.88,winter
CMACGM GEORG FORSTER,SOUTHAMPTON,-1.39827,50.8828,25/01/2021 00:00,522.5,7.47,4.8111,21.88,winter
CMACGM GEORG FORSTER,SOUTHAMPTON,-1.39827,50.8828,26/01/2021 00:00,546.5,7.47,4.8111,21.88,winter
CMACGM GEORG FORSTER,SOUTHAMPTON,-1.39827,50.8828,27/01/2021 00:53,571.3833333,7.47,4.8111,21.88,winter
CMACGM GEORG FORSTER,LE HAVRE,0.12183,49.4756,28/01/2021 06:00,600.5,7.18,3.3872,34.52,winter
CMACGM GEORG FORSTER,LE HAVRE,0.12183,49.4756,29/01/2021 22:14,640.7333333,7.18,3.3872,34.52,winter
CMACGM GEORG FORSTER,-,-1.459795556,49.90117511,30/01/2021 00:00,642.5,10.38,1.3133,34.58119,winter
CMACGM GEORG FORSTER,-,-3.810803,49.18282989,31/01/2021 00:00,666.5,10.96,0.6068,35.262722,winter
CMACGM GEORG FORSTER,-,-7.536285,46.225887,01/02/2021 00:00,690.5,11.98,0.3846,35.630882,winter
MSC ELOANE,SUEZ CANAL,32.38447,30.34374,10/01/2020 07:19,0.0,16.21,3.7632,38.97,winter
MSC ELOANE,SUEZ CANAL,32.38447,30.34374,11/01/2020 19:24,36.09388889,16.21,3.7632,38.97,winter
MSC ELOANE,-,28.707499,32.93551386,12/01/2020 00:00,40.68333333,17.52,0.1544,39.547104,winter
MSC ELOANE,-,25.16325986,34.11221271,13/01/2020 00:00,64.68333333,16.21,0.1599,39.348373,winter
MSC ELOANE,-,15.418084,36.35526486,14/01/2020 00:00,88.68333333,15.04,0.3585,38.033997,winter
MSC ELOANE,-,11.898369,37.47760543,15/01/2020 00:00,112.6833333,14.9,0.4425,37.4967,winter
MSC ELOANE,-,9.639619429,38.21482957,16/01/2020 00:00,136.6833333,14.46,0.3342,37.69374,winter
MSC ELOANE,-,4.777094286,40.14307929,17/01/2020 00:00,160.6833333,14.31,0.3227,37.86445,winter
MSC ELOANE,BARCELONA,2.17599,41.3459,18/01/2020 02:21,187.0333333,14.02,0.4916,37.85,winter
MSC ELOANE,BARCELONA,2.17599,41.3459,19/01/2020 00:00,208.6833333,14.02,0.4916,37.85,winter
MSC ELOANE,BARCELONA,2.17599,41.3459,20/01/2020 00:00,232.6833333,14.02,0.4916,37.85,winter
MSC ELOANE,BARCELONA,2.17599,41.3459,21/01/2020 00:00,256.6833333,14.02,0.4916,37.85,winter
MSC ELOANE,BARCELONA,2.17599,41.3459,22/01/2020 00:00,280.6833333,14.02,0.4916,37.85,winter
MSC ELOANE,BARCELONA,2.17599,41.3459,23/01/2020 00:00,304.6833333,14.02,0.4916,37.85,winter
MSC ELOANE,BARCELONA,2.17599,41.3459,24/01/2020 05:58,334.65,14.02,0.4916,37.85,winter
MSC ELOANE,VALENCIA,-0.30805,39.438,25/01/2020 00:00,352.6833333,14.31,1.0639,37.59,winter
MSC ELOANE,VALENCIA,-0.30805,39.438,26/01/2020 10:57,387.6333333,14.31,1.0639,37.59,winter
MSC ELOANE,-,4.315453,38.929487,27/01/2020 00:00,400.6833333,15.19,0.3227,37.43398,winter
MSC ELOANE,GIOIA TAURO,15.9006,38.4454,28/01/2020 06:56,431.6166667,14.61,0.4272,38.02,winter
MSC ELOANE,GIOIA TAURO,15.9006,38.4454,29/01/2020 08:12,456.8833333,14.61,0.4272,38.02,winter
MSC ELOANE,-,18.88148433,36.48221067,30/01/2020 00:00,472.6833333,14.9,0.2045,38.701237,winter
MSC ELOANE,-,27.72904733,33.291855,31/01/2020 00:00,496.6833333,17.37,0.1657,39.38195,winter
MSC ELOANE,SUEZ CANAL,32.38447,30.34374,01/02/2020 00:27,521.1333333,16.94,3.3872,38.97,winter
MSC ELOANE,SUEZ CANAL,32.38447,30.34374,02/02/2020 19:16,563.95,16.94,3.3872,38.97,winter
MSC ELOANE,-,33.75,27.9,03/02/2020 00:00,568.6833333,22.18,0.3585,39.641197,winter
MSC ELOANE,KING ABDULLAH,39.08914,22.52306,04/02/2020 05:01,597.7,25.97,0.3846,39.31,winter
MSC ELOANE,KING ABDULLAH,39.08914,22.52306,05/02/2020 10:13,626.9,25.97,0.3846,39.31,winter
MSC ELOANE,-,43.315,12.69400909,06/02/2020 00:00,640.6833333,25.68,1.4088,35.292618,winter
MSC ELOANE,-,51.37436745,12.92322873,07/02/2020 00:00,664.6833333,25.82,0.3846,36.239117,winter
MSC ELOANE,-,58.80389227,11.33672409,08/02/2020 00:00,688.6833333,26.11,0.4272,36.52839,winter
CSCL GLOBE,NANSHA,113.6759,22.67292,16/01/2021 17:45,0.0,18.25,5.1608,8.46,winter
CSCL GLOBE,NANSHA,113.6759,22.67292,17/01/2021 14:21,20.6,18.25,5.1608,8.46,winter
CSCL GLOBE,-,113.69339,22.23826,18/01/2021 00:00,30.25,18.39,5.1608,34.266567,winter
CSCL GLOBE,-,112.0495,16.9609,19/01/2021 00:00,54.25,25.68,0.1342,33.93828,winter
CSCL GLOBE,-,110.1,12.2,20/01/2021 00:00,78.25,26.99,0.139,33.245872,winter
CSCL GLOBE,SINGAPORE,103.85457,1.2576,21/01/2021 15:17,117.5333333,29.03,2.0724,31.85,winter
CSCL GLOBE,SINGAPORE,103.85457,1.2576,22/01/2021 10:12,136.45,29.03,2.0724,31.85,winter
CSCL GLOBE,-,96.625,6.9625,23/01/2021 00:00,150.25,29.32,0.2614,32.30335,winter
CSCL GLOBE,-,84.935925,6.123725,24/01/2021 00:00,174.25,28.44,0.144,34.384346,winter
CSCL GLOBE,-,76.3625,8.6375,25/01/2021 00:00,198.25,28.59,0.1777,33.29372,winter
CSCL GLOBE,-,69.4005765,14.2221485,26/01/2021 00:00,222.25,27.13,0.3846,36.626118,winter
CSCL GLOBE,-,66.41926075,17.29280138,27/01/2021 00:00,246.25,25.68,0.6068,36.661533,winter
CSCL GLOBE,-,62.907107,21.10128075,28/01/2021 00:00,270.25,24.95,1.679,36.387638,winter
CSCL GLOBE,-,57.3375,25.3125,29/01/2021 00:00,294.25,24.07,1.4591,37.162296,winter
CSCL GLOBE,JEBEL ALI,55.04112,25.02413,30/01/2021 06:59,325.2333333,22.76,3.0487,28.84,winter
CSCL GLOBE,JEBEL ALI,55.04112,25.02413,31/01/2021 00:00,342.25,22.18,2.2231,28.84,winter
CSCL GLOBE,JEBEL ALI,55.04112,25.02413,01/02/2021 01:41,367.9333333,22.18,2.2231,28.84,winter
CSCL GLOBE,-,51.85,25.5,02/02/2021 00:00,390.25,20.0,1.0639,39.314636,winter
CSCL GLOBE,DAMMAM,50.16472,26.49736,03/02/2021 04:34,418.8166667,18.54,2.1464,39.76,winter
CSCL GLOBE,DAMMAM,50.16472,26.49736,04/02/2021 23:16,461.5166667,18.54,2.1464,39.76,winter
CSCL GLOBE,KHALIFA,54.66774,24.80785,05/02/2021 23:23,485.6333333,21.6,1.268,39.54,winter
CSCL GLOBE,KHALIFA,54.66774,24.80785,06/02/2021 12:35,498.8333333,21.6,1.268,39.54,winter
CSCL GLOBE,-,56.59363253,26.41179307,07/02/2021 00:00,510.25,23.2,1.801,37.925934,winter
CSCL GLOBE,-,59.09333333,23.91333333,08/02/2021 00:00,534.25,23.78,2.0724,37.070717,winter
CSCL GLOBE,-,63.6506904,20.6264564,09/02/2021 00:00,558.25,24.51,0.7491,36.73154,winter
CSCL GLOBE,-,66.31528947,17.44403613,10/02/2021 00:00,582.25,25.68,1.5112,36.694893,winter
CSCL GLOBE,-,68.39187,14.99103267,11/02/2021 00:00,606.25,26.84,0.4747,36.526623,winter
CSCL GLOBE,-,72.2268,12.0628,12/02/2021 00:00,630.25,28.15,0.144,35.674744,winter
CSCL GLOBE,-,79.27333333,6.386666667,13/02/2021 00:00,654.25,28.3,0.2524,33.538994,winter
CSCL GLOBE,-,87.02846,6.269793333,14/02/2021 00:00,678.25,28.59,0.184,34.033474,winter
NYK VENUS,SUEZ CANAL,32.38447,30.34374,08/01/2021 10:31,0.0,16.21,3.7632,38.97,winter
NYK VENUS,-,34.0,27.6,09/01/2021 00:00,13.48333333,23.06,0.4583,39.149414,winter
NYK VENUS,-,40.43333333,17.78333333,10/01/2021 00:00,37.48333333,26.84,0.4125,38.00353,winter
NYK VENUS,-,43.465,12.6341,11/01/2021 00:00,61.48333333,25.68,0.8927,33.808025,winter
NYK VENUS,-,53.60884733,12.46500533,12/01/2021 00:00,85.48333333,26.11,0.2804,35.64316,winter
NYK VENUS,-,60.515157,10.939141,13/01/2021 00:00,109.4833333,26.26,0.4747,36.41795,winter
NYK VENUS,-,64.698862,9.934828,14/01/2021 00:00,133.4833333,27.28,0.2524,36.7227,winter
NYK VENUS,-,69.01569667,8.841503333,15/01/2021 00:00,157.4833333,28.44,0.144,35.5587,winter
NYK VENUS,-,70.54492233,8.437681,16/01/2021 00:00,181.4833333,28.44,0.1716,35.71677,winter
NYK VENUS,-,75.966807,6.966807,17/01/2021 00:00,205.4833333,28.15,0.184,33.366516,winter
NYK VENUS,-,83.2493,5.999433333,18/01/2021 00:00,229.4833333,27.72,1.932,34.845375,winter
NYK VENUS,-,96.0,6.9,19/01/2021 00:00,253.4833333,29.03,0.2524,32.360096,winter
NYK VENUS,SINGAPORE,103.85457,1.2576,20/01/2021 12:54,290.3833333,29.03,2.0724,31.85,winter
NYK VENUS,SINGAPORE,103.85457,1.2576,21/01/2021 23:21,324.8333333,29.03,2.0724,31.85,winter
NYK VENUS,-,110.7823664,8.510607286,22/01/2021 00:00,325.4833333,27.43,0.184,33.353718,winter
NYK VENUS,-,117.7165256,16.40147457,23/01/2021 00:00,349.4833333,26.84,0.1296,33.606766,winter
NYK VENUS,-,123.403914,19.58338886,24/01/2021 00:00,373.4833333,26.26,0.0912,34.967625,winter
NYK VENUS,-,125.1795086,22.14795029,25/01/2021 00:00,397.4833333,25.24,0.1342,34.83321,winter
NYK VENUS,-,131.1142857,31.2,26/01/2021 00:00,421.4833333,18.1,0.651,34.652435,winter
NYK VENUS,-,134.9628137,33.71323371,27/01/2021 00:00,445.4833333,16.35,0.4916,34.4588,winter
NYK VENUS,KOBE,135.29395,34.6675,28/01/2021 07:19,476.8,11.26,5.536,32.48,winter
NYK VENUS,KOBE,135.29395,34.6675,29/01/2021 04:21,497.8333333,11.26,5.536,32.48,winter
NYK VENUS,NAGOYA,136.84288,35.0272,30/01/2021 00:00,517.4833333,10.96,4.8111,32.36,winter
NYK VENUS,NAGOYA,136.84288,35.0272,31/01/2021 01:13,542.7,10.96,4.8111,32.36,winter
NYK VENUS,TOKYO,139.80903,35.62071,01/02/2021 00:00,565.4833333,9.94,21.755,14.67,winter
NYK VENUS,TOKYO,139.80903,35.62071,02/02/2021 16:39,606.1333333,9.94,21.755,14.67,winter
NYK VENUS,-,149.7516222,39.89056111,03/02/2021 00:00,613.4833333,11.4,0.2193,33.917706,winter
NYK VENUS,-,159.4444889,40.01185556,04/02/2021 00:00,637.4833333,7.91,0.2804,33.847168,winter
NYK VENUS,-,174.167,40.08891667,05/02/2021 00:00,661.4833333,9.94,0.1716,34.19206,winter
