Ship,Port,Longitude,Latitude,Time,Relative time (hours),Temperature (celsius),Chlorophyll (mg/m^3),Salinity (ppt),Season
MP THE BRADY,-,90.0,6.4664,11/08/20 00:00:00,403.03333333333336,28.3,0.184,33.841003,summer
MP THE BRADY,-,81.0,5.8500000000000005,12/08/20 00:00:00,427.03333333333336,28.15,0.4425,34.993977,summer
MP THE BRADY,COLOMBO,79.83694,6.95639,13/08/20 14:56:00,465.9666666666666,28.59,1.0273,33.71,summer
MP THE BRADY,COLOMBO,79.83694,6.95639,14/08/20 17:05:00,492.1166666666667,28.59,1.0273,33.71,summer
MP THE BRADY,-,70.84587575,8.357574875000001,15/08/20 00:00:00,499.03333333333336,28.44,0.1544,35.9635,summer
MP THE BRADY,-,69.58607475,8.6929,16/08/20 00:00:00,523.0333333333333,28.01,0.1208,36.679886,summer
MP THE BRADY,-,65.43755337500001,9.754163875,17/08/20 00:00:00,547.0333333333333,27.86,0.1544,36.61106,summer
MP THE BRADY,-,63.1816745,10.3058925,18/08/20 00:00:00,571.0333333333333,26.99,0.1777,36.28631,summer
MP THE BRADY,-,58.957189375,11.301108125,19/08/20 00:00:00,595.0333333333333,26.41,0.2272,35.8709,summer
MP THE BRADY,-,51.51475525,12.8944395,20/08/20 00:00:00,619.0333333333333,27.86,0.3585,35.887188,summer
MP THE BRADY,-,43.320625,12.6917625,21/08/20 00:00:00,643.0333333333333,30.48,0.8322,36.947674,summer
MP THE BRADY,KING ABDULLAH,39.08914,22.52306,22/08/20 10:09:00,677.1833333333333,31.5,0.1906,39.31,summer
MP THE BRADY,KING ABDULLAH,39.08914,22.52306,23/08/20 00:36:00,691.6333333333333,31.5,0.1906,39.31,summer
MSC MAYA,SINGAPORE,103.85457,1.2576,05/07/21 04:09:00,0.0,29.76,2.3847,31.85,summer
MSC MAYA,SINGAPORE,103.85457,1.2576,06/07/21 16:42:00,36.55,29.76,2.3847,31.85,summer
MSC MAYA,-,95.8,6.88,07/07/21 00:00:00,43.85,30.34,0.1777,33.17245,summer
MSC MAYA,-,82.70958,5.95966,08/07/21 00:00:00,67.85,28.88,0.1087,34.181522,summer
MSC MAYA,-,75.3605256,7.133725600000001,09/07/21 00:00:00,91.85,29.03,2.5581,35.928055,summer
MSC MAYA,-,70.3269194,8.4957074,10/07/21 00:00:00,115.85,28.74,0.1544,36.15528,summer
MSC MAYA,-,68.858995,8.881605,11/07/21 00:00:00,139.85,28.74,0.1544,36.284233,summer
MSC MAYA,-,64.5406168,9.9735308,12/07/21 00:00:00,163.85,27.28,0.1657,36.863453,summer
MSC MAYA,-,60.0803506,11.0401608,13/07/21 00:00:00,187.85,26.84,0.3585,36.107887,summer
MSC MAYA,-,52.6472168,12.6622064,14/07/21 00:00:00,211.85,25.39,0.9246,35.594933,summer
MSC MAYA,-,43.366,12.67364,15/07/21 00:00:00,235.85,30.34,0.2118,36.98599,summer
MSC MAYA,KING ABDULLAH,39.08914,22.52306,16/07/21 21:00:00,280.85,30.19,0.4125,39.31,summer
MSC MAYA,KING ABDULLAH,39.08914,22.52306,17/07/21 10:12:00,294.05,30.19,0.4125,39.31,summer
MSC MAYA,-,33.75,27.9,18/07/21 00:00:00,307.85,26.7,0.2272,39.225048,summer
MSC MAYA,SUEZ CANAL,32.38447,30.34374,19/07/21 06:51:00,338.7,30.63,2.9436,38.97,summer
MSC MAYA,SUEZ CANAL,32.38447,30.34374,20/07/21 20:23:00,376.23333333333335,30.63,2.9436,38.97,summer
MSC MAYA,-,26.724603,36.184552,21/07/21 00:00:00,379.85,24.22,0.0881,39.34068,summer
MSC MAYA,PIRAEUS,23.62904,37.94056,22/07/21 07:35:00,411.4333333333333,26.41,0.1491,38.57,summer
MSC MAYA,PIRAEUS,23.62904,37.94056,23/07/21 08:29:00,436.3333333333333,26.41,0.1491,38.57,summer
MSC MAYA,-,25.418971,39.2765275,24/07/21 00:00:00,451.85,23.35,0.1251,39.147736,summer
MSC MAYA,KORFEZ,29.74765,40.75568,25/07/21 09:52:00,485.7166666666666,24.07,40.9148,27.88,summer
MSC MAYA,KORFEZ,29.74765,40.75568,26/07/21 00:00:00,499.85,24.07,40.9148,27.88,summer
MSC MAYA,KORFEZ,29.74765,40.75568,27/07/21 08:09:00,532.0,24.07,40.9148,27.88,summer
MSC MAYA,AMBARLI,28.67439,40.9597,28/07/21 00:00:00,547.85,25.24,1.5112,27.8,summer
MSC MAYA,AMBARLI,28.67439,40.9597,29/07/21 19:16:00,591.1166666666667,25.24,1.5112,27.8,summer
MSC MAYA,-,28.501542,40.82216,30/07/21 00:00:00,595.85,24.95,0.8619,18.026625,summer
MSC MAYA,-,28.449481,40.805825,31/07/21 00:00:00,619.85,24.8,0.8035,18.026625,summer
MSC MAYA,BARBAROS,27.47185,40.89835,01/08/21 16:12:00,660.05,25.68,0.8322,29.12,summer
MSC MAYA,BARBAROS,27.47185,40.89835,02/08/21 00:00:00,667.85,25.68,0.8322,29.12,summer
MSC MAYA,BARBAROS,27.47185,40.89835,03/08/21 00:00:00,691.85,25.68,0.8322,29.12,summer
E R TOKYO,LA SPEZIA,9.84815,44.0874,02/07/21 09:21:00,0.0,27.13,0.1208,37.93,summer
E R TOKYO,GIOIA TAURO,15.9006,38.4454,03/07/21 12:02:00,26.683333333333334,26.41,0.139,38.02,summer
E R TOKYO,GIOIA TAURO,15.9006,38.4454,04/07/21 00:00:00,38.65,26.41,0.139,38.02,summer
E R TOKYO,GIOIA TAURO,15.9006,38.4454,05/07/21 07:43:00,70.36666666666666,26.41,0.139,38.02,summer
E R TOKYO,MARSAXLOKK,14.5469,35.8237,06/07/21 02:47:00,89.43333333333334,26.7,0.0979,37.76,summer
E R TOKYO,-,21.855128,34.44888733333333,07/07/21 00:00:00,110.65,25.97,0.0739,38.957226,summer
E R TOKYO,-,28.19195033333333,32.748601666666666,08/07/21 00:00:00,134.65,26.41,0.0539,39.169346,summer
E R TOKYO,SUEZ CANAL,32.38447,30.34374,09/07/21 06:43:00,165.36666666666667,30.63,2.9436,38.97,summer
E R TOKYO,-,33.62222222222222,28.1,10/07/21 00:00:00,182.65,26.7,0.2437,39.225048,summer
E R TOKYO,-,38.477777777777774,21.383333333333336,11/07/21 00:00:00,206.65,30.63,0.1544,39.501503,summer
E R TOKYO,-,41.188233333333336,16.3242,12/07/21 00:00:00,230.65,30.19,0.2118,38.129265,summer
E R TOKYO,-,43.391666666666666,12.663388888888887,13/07/21 00:00:00,254.65,30.34,0.2118,36.98599,summer
E R TOKYO,-,51.577777777777776,12.37777777777778,14/07/21 00:00:00,278.65,29.17,0.5859,35.660248,summer
E R TOKYO,-,53.24561766666667,1.300623000000002,15/07/21 00:00:00,302.65,25.39,0.2524,35.371704,summer
E R TOKYO,-,53.843303444444444,-5.2091925555555525,16/07/21 00:00:00,326.65,26.11,0.2614,35.238094,summer
E R TOKYO,-,54.70631888888889,-14.608890222222216,17/07/21 00:00:00,350.65,25.97,0.1014,34.7366,summer
E R TOKYO,REUNION,55.29984,-20.92624,18/07/21 07:26:00,382.0833333333333,24.95,0.1166,35.16,summer
E R TOKYO,REUNION,55.29984,-20.92624,19/07/21 16:38:00,415.28333333333336,24.95,0.1166,35.16,summer
E R TOKYO,-,56.590759,-20.2423095,20/07/21 00:00:00,422.65,25.09,0.1166,35.114643,summer
E R TOKYO,PORT LOUIS,57.48244,-20.14076,21/07/21 14:21:00,461.0,25.09,0.1166,35.14,summer
E R TOKYO,PORT LOUIS,57.48244,-20.14076,22/07/21 09:16:00,479.9166666666667,25.09,0.1166,35.14,summer
E R TOKYO,-,63.07896363636363,-24.69407272727273,23/07/21 00:00:00,494.65,23.06,0.1087,35.318317,summer
E R TOKYO,-,66.58464036363637,-27.407408,24/07/21 00:00:00,518.65,20.87,0.0979,35.415726,summer
E R TOKYO,-,74.74874072727272,-35.15383309090909,25/07/21 00:00:00,542.65,15.04,0.2524,35.34483,summer
E R TOKYO,-,79.58497836363637,-39.61699390909092,26/07/21 00:00:00,566.65,12.57,0.184,35.086983,summer
E R TOKYO,-,93.18156363636363,-40.06796363636364,27/07/21 00:00:00,590.65,11.98,0.1974,34.95141,summer
E R TOKYO,-,106.81792727272727,-40.06796363636364,28/07/21 00:00:00,614.65,11.98,0.2193,34.80969,summer
E R TOKYO,-,120.4545090909091,-40.00970909090909,29/07/21 00:00:00,638.65,10.96,0.184,34.698406,summer
E R TOKYO,-,134.5414,-39.573645454545456,30/07/21 00:00:00,662.65,12.42,0.2904,35.076874,summer
E R TOKYO,-,143.3909090909091,-38.95454545454545,31/07/21 00:00:00,686.65,14.31,0.6742,35.149082,summer
MSC ANNA,SUEZ CANAL,32.38447,30.34374,08/07/20 07:58:00,0.0,30.63,2.9436,38.97,summer
MSC ANNA,SUEZ CANAL,32.38447,30.34374,09/07/20 00:00:00,16.033333333333335,30.63,2.9436,38.97,summer
MSC ANNA,SUEZ CANAL,32.38447,30.34374,10/07/20 12:13:29,52.25805555555556,30.63,2.9436,38.97,summer
MSC ANNA,-,28.311447,33.079751571428574,11/07/20 00:00:00,64.03333333333333,26.41,0.052,39.37813,summer
MSC ANNA,-,23.55047542857143,34.62498171428571,12/07/20 00:00:00,88.03333333333333,25.39,0.085,39.05416,summer
MSC ANNA,-,12.60486185714286,37.079679,13/07/20 00:00:00,112.03333333333332,24.95,0.139,37.562225,summer
MSC ANNA,-,10.730982714285718,37.49532214285714,14/07/20 00:00:00,136.03333333333333,25.24,0.1087,37.52638,summer
MSC ANNA,-,-1.8016479999999964,36.44590042857143,15/07/20 00:00:00,160.03333333333333,22.91,0.1657,36.675476,summer
MSC ANNA,-,-4.781340428571428,35.99612714285714,16/07/20 00:00:00,184.03333333333333,20.0,0.4916,36.542366,summer
MSC ANNA,-,-9.25,36.8,17/07/20 00:00:00,208.03333333333333,20.14,0.144,36.160995,summer
MSC ANNA,-,-9.142734142857144,43.68831157142857,18/07/20 00:00:00,232.03333333333333,17.96,0.3008,35.682487,summer
MSC ANNA,-,-5.8425334285714365,48.28766199999999,19/07/20 00:00:00,256.03333333333336,17.23,0.8322,35.609272,summer
MSC ANNA,-,-2.7369555714285787,49.51094185714285,20/07/20 00:00:00,280.03333333333336,16.21,0.6742,36.784775,summer
MSC ANNA,-,-1.0306595714285738,50.038053857142856,21/07/20 00:00:00,304.03333333333336,15.48,0.8322,35.142273,summer
MSC ANNA,-,1.2242099999999998,50.77522214285714,22/07/20 00:00:00,328.03333333333336,16.94,1.1413,34.719387,summer
MSC ANNA,-,2.505741999999989,51.22484342857143,23/07/20 00:00:00,352.03333333333336,18.69,6.8334,34.748817,summer
MSC ANNA,ANTWERP,4.34107,51.2594,24/07/20 11:44:00,387.76666666666665,21.89,8.7361,0.0,summer
MSC ANNA,ANTWERP,4.34107,51.2594,25/07/20 00:00:00,400.03333333333336,21.89,8.7361,0.0,summer
MSC ANNA,ANTWERP,4.34107,51.2594,26/07/20 19:37:00,443.65,21.89,8.7361,0.0,summer
MSC ANNA,MAASVLAKTE - ROTTERDAM,4.06921,51.96188,27/07/20 18:50:00,466.8666666666667,19.56,7.8632,31.75,summer
MSC ANNA,MAASVLAKTE - ROTTERDAM,4.06921,51.96188,28/07/20 00:00:00,472.03333333333336,19.56,7.8632,31.75,summer
MSC ANNA,MAASVLAKTE - ROTTERDAM,4.06921,51.96188,29/07/20 05:47:00,501.81666666666666,19.56,7.8632,31.75,summer
MSC ANNA,-,-0.6296789999999998,50.16914366666667,30/07/20 00:00:00,520.0333333333333,15.48,0.7758,35.21151,summer
MSC ANNA,-,-8.135249333333332,45.42412333333333,31/07/20 00:00:00,544.0333333333333,17.96,0.1599,35.760567,summer
MSC ANNA,TANGER MED,-5.51949,35.88087,01/08/20 12:02:00,580.0666666666667,19.7,0.3983,36.39,summer
MSC ANNA,ALGECIRAS,-5.42208,36.1363,02/08/20 03:11:00,595.2166666666667,21.02,0.5859,36.43,summer
MSC ANNA,ALGECIRAS,-5.42208,36.1363,03/08/20 01:41:00,617.7166666666667,21.02,0.5859,36.43,summer
MSC ANNA,-,-1.9966318,36.4159028,04/08/20 00:00:00,640.0333333333333,24.8,0.1296,36.860638,summer
MSC ANNA,-,11.137788,37.4639128,05/08/20 00:00:00,664.0333333333333,26.99,0.0945,37.589188,summer
MSC ANNA,-,16.9616872,36.0386284,06/08/20 00:00:00,688.0333333333333,28.15,0.085,38.38362,summer
MSC INGY,NANSHA,113.6759,22.67292,08/07/20 08:30:00,0.0,30.19,21.755,8.46,summer
MSC INGY,YANTIAN,114.26551,22.56608,09/07/20 06:40:00,22.166666666666668,28.15,7.5921,33.03,summer
MSC INGY,-,114.4246675,22.2960785,10/07/20 00:00:00,39.5,29.32,7.5921,30.36514,summer
MSC INGY,-,114.1,21.7,11/07/20 00:00:00,63.5,30.05,3.7632,30.287718,summer
MSC INGY,-,110.9554825,14.289185499999997,12/07/20 00:00:00,87.5,29.9,0.1296,34.545124,summer
MSC INGY,SINGAPORE,103.85457,1.2576,13/07/20 09:42:00,121.2,29.76,2.3847,31.85,summer
MSC INGY,SINGAPORE,103.85457,1.2576,14/07/20 11:31:00,147.01666666666668,29.76,2.3847,31.85,summer
MSC INGY,-,94.1875,6.71875,15/07/20 00:00:00,159.5,29.76,0.1491,33.409462,summer
MSC INGY,-,80.32499999999999,5.8125,16/07/20 00:00:00,183.5,28.74,1.8653,34.039818,summer
MSC INGY,-,71.24096375,8.2524130625,17/07/20 00:00:00,207.5,28.15,0.1296,35.152653,summer
MSC INGY,-,69.41475824999999,8.7385,18/07/20 00:00:00,231.5,28.59,0.1491,36.22213,summer
MSC INGY,-,64.7907204375,9.9123620625,19/07/20 00:00:00,255.5,27.43,0.1087,36.495934,summer
MSC INGY,-,60.243403,11.002278375,20/07/20 00:00:00,279.5,26.84,0.3983,36.064716,summer
MSC INGY,-,51.9008216875,12.815269125,21/07/20 00:00:00,303.5,27.72,1.1019,35.440292,summer
MSC INGY,-,42.65,13.850000000000003,22/07/20 00:00:00,327.5,30.05,0.2118,38.250336,summer
MSC INGY,-,35.90625,25.0875,23/07/20 00:00:00,351.5,29.32,0.0979,39.265404,summer
MSC INGY,-,32.492065125,30.253123375,24/07/20 00:00:00,375.5,30.34,3.1576,39.12938,summer
MSC INGY,-,31.5713678125,31.8925221875,25/07/20 00:00:00,399.5,27.57,0.062,39.16452,summer
MSC INGY,-,27.8531065,33.24667375,26/07/20 00:00:00,423.5,26.55,0.0502,39.314186,summer
MSC INGY,-,24.5654145,34.302291749999995,27/07/20 00:00:00,447.5,25.82,0.085,39.14362,summer
MSC INGY,-,19.102262875,36.392033375,28/07/20 00:00:00,471.5,26.41,0.0793,38.874058,summer
MSC INGY,-,15.570987125,37.856323125,29/07/20 00:00:00,495.5,26.11,0.139,39.04272,summer
MSC INGY,GIOIA TAURO,15.9006,38.4454,30/07/20 09:56:00,529.4333333333333,26.41,0.139,38.02,summer
MSC INGY,GIOIA TAURO,15.9006,38.4454,31/07/20 00:00:00,543.5,26.41,0.139,38.02,summer
MSC INGY,GIOIA TAURO,15.9006,38.4454,01/08/20 03:49:00,571.3166666666667,27.57,0.1296,38.02,summer
MSC INGY,BARCELONA,2.17599,41.3459,02/08/20 16:49:00,608.3166666666667,26.55,0.139,37.85,summer
MSC INGY,BARCELONA,2.17599,41.3459,03/08/20 00:00:00,615.5,26.55,0.139,37.85,summer
MSC INGY,BARCELONA,2.17599,41.3459,04/08/20 05:30:00,645.0,26.55,0.139,37.85,summer
MSC INGY,VALENCIA,-0.30805,39.438,05/08/20 00:00:00,663.5,27.28,0.3983,37.59,summer
MSC INGY,VALENCIA,-0.30805,39.438,06/08/20 05:39:00,693.15,27.28,0.3983,37.59,summer
MOSCOW MAERSK,YANTIAN,114.26551,22.56608,04/07/21 16:18:00,0.0,28.15,7.5921,33.03,summer
MOSCOW MAERSK,YANTIAN,114.26551,22.56608,05/07/21 12:30:00,20.2,28.15,7.5921,33.03,summer
MOSCOW MAERSK,-,114.443665,22.397056666666664,06/07/21 00:00:00,31.7,30.48,7.5921,30.36514,summer
MOSCOW MAERSK,-,114.424896,22.131417,07/07/21 00:00:00,55.7,29.46,32.0037,30.36514,summer
MOSCOW MAERSK,-,114.1,21.7,08/07/21 00:00:00,79.7,30.05,3.7632,30.287718,summer
MOSCOW MAERSK,-,111.96741366666666,16.760435666666666,09/07/21 00:00:00,103.7,30.92,0.1087,34.008236,summer
MOSCOW MAERSK,-,108.24713333333334,9.139400000000002,10/07/21 00:00:00,127.7,29.9,0.1974,33.03766,summer
MOSCOW MAERSK,SINGAPORE,103.85457,1.2576,11/07/21 11:21:00,163.05,29.76,2.3847,31.85,summer
MOSCOW MAERSK,SINGAPORE,103.85457,1.2576,12/07/21 01:08:00,176.83333333333334,29.76,2.3847,31.85,summer
MOSCOW MAERSK,TANJUNG PELEPAS,103.54383,1.34848,13/07/21 15:14:00,214.9333333333333,31.36,4.181,31.85,summer
MOSCOW MAERSK,-,95.0909090909091,6.8090909090909095,14/07/21 00:00:00,223.7,30.34,0.1657,32.96281,summer
MOSCOW MAERSK,-,81.4090909090909,5.872727272727273,15/07/21 00:00:00,247.7,28.88,0.3008,34.59004,summer
MOSCOW MAERSK,-,73.21098245454546,7.725527909090908,16/07/21 00:00:00,271.7,29.17,0.1342,35.418564,summer
MOSCOW MAERSK,-,69.82090663636365,8.63039409090909,17/07/21 00:00:00,295.7,28.88,0.144,36.238136,summer
MOSCOW MAERSK,-,65.57501981818181,9.720543090909093,18/07/21 00:00:00,319.7,28.15,0.1657,36.467285,summer
MOSCOW MAERSK,-,62.46794527272728,10.480451818181816,19/07/21 00:00:00,343.7,26.99,0.184,36.206352,summer
MOSCOW MAERSK,-,56.71937272727273,11.798881818181815,20/07/21 00:00:00,367.7,25.68,0.4125,35.589455,summer
MOSCOW MAERSK,-,44.86045454545455,12.057645454545453,21/07/21 00:00:00,391.7,29.03,0.2904,37.26136,summer
MOSCOW MAERSK,-,41.41818181818182,15.945454545454544,22/07/21 00:00:00,415.7,30.48,0.2118,36.362778,summer
MOSCOW MAERSK,-,34.22727272727273,27.327272727272728,23/07/21 00:00:00,439.7,28.3,0.0979,39.225048,summer
MOSCOW MAERSK,SUEZ CANAL,32.38447,30.34374,24/07/21 07:23:00,471.0833333333333,30.63,2.9436,38.97,summer
MOSCOW MAERSK,-,28.19195033333333,32.748601666666666,25/07/21 00:00:00,487.7,26.41,0.0539,39.169346,summer
MOSCOW MAERSK,-,21.855128,34.44888733333333,26/07/21 00:00:00,511.7,25.97,0.0739,38.957226,summer
MOSCOW MAERSK,MARSAXLOKK,14.5469,35.8237,27/07/21 20:17:00,555.9833333333333,26.7,0.0979,37.76,summer
MOSCOW MAERSK,MARSAXLOKK,14.5469,35.8237,28/07/21 23:46:00,583.4666666666667,26.7,0.0979,37.76,summer
MOSCOW MAERSK,-,9.765514285714287,37.47294285714286,29/07/21 00:00:00,583.7,25.24,0.105,37.664463,summer
MOSCOW MAERSK,-,-3.9736021428571418,36.11175357142857,30/07/21 00:00:00,607.7,21.31,0.6068,36.49109,summer
MOSCOW MAERSK,-,-9.764742857142856,39.47705714285714,31/07/21 00:00:00,631.7,18.69,0.2118,36.015,summer
MOSCOW MAERSK,-,-6.0138001428571455,48.09814299999999,01/08/21 00:00:00,655.7,17.96,0.3983,35.975372,summer
MOSCOW MAERSK,-,-1.7422878571428588,49.81486,02/08/21 00:00:00,679.7,16.65,1.268,35.07778,summer
CMACGM GEORG FORSTER,SUEZ CANAL,32.38447,30.34374,03/07/21 05:30:00,0.0,30.63,2.9436,38.97,summer
CMACGM GEORG FORSTER,-,28.164952,33.13310333333333,04/07/21 00:00:00,18.5,26.55,0.0502,39.261726,summer
CMACGM GEORG FORSTER,-,22.46912166666667,34.908898,05/07/21 00:00:00,42.5,25.53,0.0765,39.12995,summer
CMACGM GEORG FORSTER,-,12.103824,37.210903,06/07/21 00:00:00,66.5,25.82,0.1014,37.825363,summer
CMACGM GEORG FORSTER,-,10.219497666666667,37.486428333333336,07/07/21 00:00:00,90.5,25.39,0.1208,37.865845,summer
CMACGM GEORG FORSTER,-,-2.533027999999998,36.33338066666666,08/07/21 00:00:00,114.5,22.62,0.1657,36.81807,summer
CMACGM GEORG FORSTER,ALGECIRAS,-5.42208,36.1363,09/07/21 22:08:00,160.63333333333333,20.0,0.8322,36.43,summer
CMACGM GEORG FORSTER,ALGECIRAS,-5.42208,36.1363,10/07/21 00:00:00,162.5,20.0,0.8322,36.43,summer
CMACGM GEORG FORSTER,ALGECIRAS,-5.42208,36.1363,11/07/21 06:01:00,192.51666666666668,20.0,0.8322,36.43,summer
CMACGM GEORG FORSTER,-,-9.14264,43.688493,12/07/21 00:00:00,210.5,17.96,0.3008,35.682487,summer
CMACGM GEORG FORSTER,-,-3.197043,49.370363,13/07/21 00:00:00,234.5,16.79,0.6983,36.347748,summer
CMACGM GEORG FORSTER,-,0.39288,50.503441,14/07/21 00:00:00,258.5,16.21,0.8927,35.095245,summer
CMACGM GEORG FORSTER,MAASVLAKTE - ROTTERDAM,4.06921,51.96188,15/07/21 11:38:00,294.1333333333333,19.56,7.8632,31.75,summer
CMACGM GEORG FORSTER,MAASVLAKTE - ROTTERDAM,4.06921,51.96188,16/07/21 00:00:00,306.5,19.56,7.8632,31.75,summer
CMACGM GEORG FORSTER,MAASVLAKTE - ROTTERDAM,4.06921,51.96188,17/07/21 15:26:00,345.93333333333334,19.56,7.8632,31.75,summer
CMACGM GEORG FORSTER,ANTWERP,4.34107,51.2594,18/07/21 07:54:00,362.4,21.89,8.7361,0.0,summer
CMACGM GEORG FORSTER,ANTWERP,4.34107,51.2594,19/07/21 00:00:00,378.5,21.89,8.7361,0.0,summer
CMACGM GEORG FORSTER,ANTWERP,4.34107,51.2594,20/07/21 06:32:00,409.03333333333336,21.89,8.7361,0.0,summer
CMACGM GEORG FORSTER,-,2.328327,51.32976,21/07/21 00:00:00,426.5,17.52,3.6335,34.60949,summer
CMACGM GEORG FORSTER,-,0.344247,50.785762,22/07/21 00:00:00,450.5,17.67,4.3303,35.095245,summer
CMACGM GEORG FORSTER,-,-0.898719,50.717134,23/07/21 00:00:00,474.5,18.54,4.485,34.90899,summer
CMACGM GEORG FORSTER,SOUTHAMPTON,-1.39827,50.8828,24/07/21 05:35:00,504.0833333333333,20.0,3.3872,21.88,summer
CMACGM GEORG FORSTER,SOUTHAMPTON,-1.39827,50.8828,25/07/21 00:00:00,522.5,20.0,3.3872,21.88,summer
CMACGM GEORG FORSTER,SOUTHAMPTON,-1.39827,50.8828,26/07/21 00:00:00,546.5,20.0,3.3872,21.88,summer
CMACGM GEORG FORSTER,SOUTHAMPTON,-1.39827,50.8828,27/07/21 00:53:00,571.3833333333333,20.0,3.3872,21.88,summer
CMACGM GEORG FORSTER,LE HAVRE,0.12183,49.4756,28/07/21 06:00:00,600.5,20.58,7.5921,34.52,summer
CMACGM GEORG FORSTER,LE HAVRE,0.12183,49.4756,29/07/21 22:14:00,640.7333333333333,20.58,7.5921,34.52,summer
CMACGM GEORG FORSTER,-,-1.4597955555555555,49.90117511111111,30/07/21 00:00:00,642.5,15.48,1.1821,35.370968,summer
CMACGM GEORG FORSTER,-,-3.810803,49.18282988888889,31/07/21 00:00:00,666.5,16.5,0.9576,36.066345,summer
CMACGM GEORG FORSTER,-,-7.536285,46.225887,01/08/21 00:00:00,690.5,17.96,0.3227,35.68485,summer
MSC ELOANE,SUEZ CANAL,32.38447,30.34374,10/07/20 07:19:00,0.0,30.63,2.9436,38.97,summer
MSC ELOANE,SUEZ CANAL,32.38447,30.34374,11/07/20 19:24:38,36.09388888888889,30.63,2.9436,38.97,summer
MSC ELOANE,-,28.707499,32.93551385714286,12/07/20 00:00:00,40.68333333333333,26.41,0.0578,39.37579,summer
MSC ELOANE,-,25.163259857142855,34.11221271428571,13/07/20 00:00:00,64.68333333333334,26.26,0.0739,39.460773,summer
MSC ELOANE,-,15.418084000000002,36.355264857142856,14/07/20 00:00:00,88.68333333333334,26.84,0.1126,38.148014,summer
MSC ELOANE,-,11.898369,37.47760542857143,15/07/20 00:00:00,112.68333333333334,25.68,0.1087,37.44939,summer
MSC ELOANE,-,9.639619428571436,38.214829571428574,16/07/20 00:00:00,136.68333333333334,25.97,0.0945,37.583065,summer
MSC ELOANE,-,4.777094285714288,40.143079285714286,17/07/20 00:00:00,160.68333333333334,26.55,0.105,37.923084,summer
MSC ELOANE,BARCELONA,2.17599,41.3459,18/07/20 02:21:00,187.03333333333333,24.95,0.3227,37.85,summer
MSC ELOANE,BARCELONA,2.17599,41.3459,19/07/20 00:00:00,208.6833333333333,24.95,0.3227,37.85,summer
MSC ELOANE,BARCELONA,2.17599,41.3459,20/07/20 00:00:00,232.6833333333333,24.95,0.3227,37.85,summer
MSC ELOANE,BARCELONA,2.17599,41.3459,21/07/20 00:00:00,256.68333333333334,24.95,0.3227,37.85,summer
MSC ELOANE,BARCELONA,2.17599,41.3459,22/07/20 00:00:00,280.68333333333334,24.95,0.3227,37.85,summer
MSC ELOANE,BARCELONA,2.17599,41.3459,23/07/20 00:00:00,304.68333333333334,24.95,0.3227,37.85,summer
MSC ELOANE,BARCELONA,2.17599,41.3459,24/07/20 05:58:00,334.65,24.95,0.3227,37.85,summer
MSC ELOANE,VALENCIA,-0.30805,39.438,25/07/20 00:00:00,352.68333333333334,25.82,0.2272,37.59,summer
MSC ELOANE,VALENCIA,-0.30805,39.438,26/07/20 10:57:00,387.6333333333333,25.82,0.2272,37.59,summer
MSC ELOANE,-,4.315453,38.929487,27/07/20 00:00:00,400.6833333333333,25.82,0.0912,37.53178,summer
MSC ELOANE,GIOIA TAURO,15.9006,38.4454,28/07/20 06:56:00,431.6166666666667,26.41,0.139,38.02,summer
MSC ELOANE,GIOIA TAURO,15.9006,38.4454,29/07/20 08:12:00,456.8833333333333,26.41,0.139,38.02,summer
MSC ELOANE,-,18.881484333333333,36.48221066666667,30/07/20 00:00:00,472.6833333333333,26.41,0.0793,38.861736,summer
MSC ELOANE,-,27.72904733333333,33.291855000000005,31/07/20 00:00:00,496.6833333333333,26.55,0.052,39.274582,summer
MSC ELOANE,SUEZ CANAL,32.38447,30.34374,01/08/20 00:27:00,521.1333333333333,31.07,4.8111,38.97,summer
MSC ELOANE,SUEZ CANAL,32.38447,30.34374,02/08/20 19:16:00,563.95,31.07,4.8111,38.97,summer
MSC ELOANE,-,33.75,27.9,03/08/20 00:00:00,568.6833333333333,28.15,0.2045,39.616848,summer
MSC ELOANE,KING ABDULLAH,39.08914,22.52306,04/08/20 05:01:00,597.7,31.5,0.1906,39.31,summer
MSC ELOANE,KING ABDULLAH,39.08914,22.52306,05/08/20 10:13:00,626.9,31.5,0.1906,39.31,summer
MSC ELOANE,-,43.315,12.69400909090909,06/08/20 00:00:00,640.6833333333333,30.48,0.8322,36.947674,summer
MSC ELOANE,-,51.37436745454546,12.923228727272727,07/08/20 00:00:00,664.6833333333333,28.74,0.3585,35.887188,summer
MSC ELOANE,-,58.80389227272727,11.33672409090909,08/08/20 00:00:00,688.6833333333333,26.41,0.2193,35.958687,summer
CSCL GLOBE,NANSHA,113.6759,22.67292,16/07/21 17:45:00,0.0,30.19,21.755,8.46,summer
